lowest,volume,amount,avg_price,opening,date,closing,highest,quantity
1400.0,70691.31580134,136,1506.27566668,1516.00001,2014-06-12,1420.1,1589.0,46.93119418
1420.0,86737.63619159,182,1494.66835702,1420.1,2014-06-13,1500.0,1550.0,58.03135912
1396.0,32871.22930319,94,1436.24168366,1500.0,2014-06-14,1400.0,1500.0,22.88697625
1400.0,9599.01296663,57,1453.2005453,1438.88888,2014-06-15,1466.0,1497.99999,6.60542896
1413.1,74573.56335552,233,1461.9329384,1490.00001,2014-06-16,1459.0,1505.24,51.0102491
1413.00001,33867.1974605,97,1456.17861243,1459.0,2014-06-17,1485.0,1489.9,23.25758473
1460.0,21057.53572845,83,1474.2670629,1480.0,2014-06-19,1486.0,1508.99963,14.28339292
1450.00001,44214.84745966,141,1468.78403742,1484.99998,2014-06-20,1489.99999,1500.0,30.10302831
1456.00001,14037.19603868,46,1473.43197912,1489.99994,2014-06-21,1480.9,1489.99994,9.52687076
1465.0,13164.29877112,50,1471.94918983,1480.89999,2014-06-22,1465.01001,1490.0,8.94344646
1460.0,53156.57405248,121,1469.19386082,1465.01001,2014-06-23,1460.0,1489.99999,36.18077605
1400.0,45393.77261838,151,1446.33623657,1457.00004,2014-06-24,1400.0,1460.0,31.3853525
1300.0,65047.2316063,204,1381.08955042,1400.0,2014-06-25,1400.0,1438.98985,47.09848944
1301.0,85732.81613401,239,1374.65072685,1399.99983,2014-06-26,1389.29848,1430.0,62.36698127
1380.0,43883.86655142,197,1415.01341732,1400.0,2014-06-27,1435.0,1454.99999,31.01303918
1382.0,34986.14860323,114,1415.09138295,1429.0,2014-06-28,1383.34,1459.0,24.72359667
1383.34,17046.78556509,62,1401.74816049,1440.0,2014-06-29,1422.0,1440.0,12.16109002
1400.00002,82575.83788795,242,1457.10909348,1422.0,2014-06-30,1504.99999,1510.0,56.6710058
1465.0,102189.21716038,243,1508.42172412,1480.0,2014-07-01,1514.9999,1550.0,67.74578722
1505.00001,64170.22165094,279,1529.85873438,1530.0,2014-07-02,1545.0,1550.0,41.94519416
1511.0003,93303.19617257,191,1526.57182463,1518.20001,2014-07-03,1541.99999,1547.0,61.11942764
1500.0,82840.41668212,215,1523.16378428,1515.2,2014-07-04,1500.00001,1549.99999,54.38707087
1475.0,55393.2778566,94,1485.35466303,1500.00001,2014-07-05,1478.9548,1528.79999,37.29296392
1450.01001,30359.47162926,67,1480.24781252,1519.99,2014-07-06,1510.0,1519.99,20.50972234
1420.0,68433.27564743,154,1462.18565774,1461.0,2014-07-07,1457.77185,1499.33,46.80204274
1457.77,40562.80933221,136,1484.84147241,1457.77685,2014-07-08,1464.03,1499.99,27.31793938
1465.0,52898.96503202,93,1485.71146067,1480.0,2014-07-09,1474.9,1499.99,35.60514032
1460.0,55019.34989046,142,1481.45832405,1475.0,2014-07-10,1487.99999,1490.0,37.1386417
1458.0,119238.20450194,228,1497.353851,1487.99999,2014-07-11,1500.0,1555.0,79.63261618
1451.0,22630.63554899,77,1475.13364557,1500.0,2014-07-12,1451.0,1518.99995,15.34141372
1445.0,19479.65823699,48,1461.00062122,1455.0,2014-07-13,1460.00001,1485.0,13.33309374
1420.0,70577.5716339,171,1452.82838378,1460.0,2014-07-14,1459.2,1484.96999,48.57942784
1431.0,68462.080194,151,1469.60085526,1431.00001,2014-07-15,1480.0,1489.9999,46.58549289
1450.0,103570.35539064,247,1480.20465453,1475.0,2014-07-16,1499.0,1518.99999,69.97029436
1460.0,87073.64879374,302,1515.75615888,1473.8041,2014-07-17,1530.0,1555.0,57.44568365
1499.0,40758.17214711,180,1536.08532611,1499.00011,2014-07-18,1520.0,1579.99999,26.53379435
1536.0,22580.7527594,64,1544.36249041,1565.5,2014-07-20,1536.001,1565.5,14.62140715
1485.01,89379.0066416,219,1543.01752694,1536.0,2014-07-21,1549.97999,1578.99999,57.9248162
1530.03,76221.81573475,184,1557.95925266,1540.0,2014-07-22,1568.98948,1577.99999,48.92413945
1536.33,67593.63448991,202,1564.5061851,1544.00001,2014-07-23,1565.0,1589.8,43.20445335
1510.0,119365.43531167,232,1530.21125747,1550.25012,2014-07-24,1517.7501,1565.0,78.00585359
1500.01,104160.51721635,228,1528.01181112,1525.0,2014-07-25,1539.99996,1550.0,68.16735084
1501.6,22019.15722815,74,1512.16537998,1519.99999,2014-07-26,1515.0,1541.99,14.56134198
1472.0,34804.96024745,75,1496.34178592,1505.16,2014-07-27,1472.0,1520.0,23.26003362
1450.0,113183.49402802,232,1490.53613662,1473.0,2014-07-28,1470.11,1519.15012,75.93475344
1441.0,143130.47761455,239,1477.00090178,1470.11,2014-07-29,1470.0,1519.15,96.90615452
1430.0,63634.43777543,184,1454.01068084,1464.99996,2014-07-30,1449.99996,1473.1,43.76476639
1431.0,107515.79440022,195,1469.34231641,1454.99999,2014-07-31,1473.05009,1498.0,73.17273395
1470.0,67996.60719631,176,1489.56383289,1473.05009,2014-08-01,1517.99984,1520.0,45.64866956
1480.0,48768.40322234,120,1503.20608547,1517.99976,2014-08-02,1480.0,1517.99984,32.44292562
1470.0,16502.5872514,67,1482.57793198,1480.0,2014-08-03,1500.0,1500.0,11.13100829
1470.0,57643.30319383,173,1502.77007493,1500.0,2014-08-04,1494.99998,1521.18,38.35803238
1456.25,72027.85190934,305,1476.09677309,1490.00011,2014-08-05,1466.00015,1504.99999,48.79615837
1420.0,175745.11594237,239,1459.78599052,1466.00015,2014-08-06,1468.0,1515.0,120.39101422
1430.0,68445.00200282,183,1449.92424414,1459.00008,2014-08-07,1450.0,1460.0,47.20591595
1430.0001,112985.08524384,183,1476.35997036,1450.0,2014-08-08,1486.67325,1515.0,76.52949654
1454.33003,15653.7160688,60,1478.55518034,1486.67324,2014-08-09,1454.33003,1498.0,10.58717069
1469.99999,10357.85395707,29,1481.56585924,1470.00023,2014-08-10,1490.0,1497.99999,6.99115324
1442.0,109059.98417685,356,1479.37575064,1489.0,2014-08-11,1442.0,1504.99999,73.72027298
1420.00001,66814.54522531,219,1462.89232719,1442.09927,2014-08-12,1453.99998,1499.99,45.67290701
1376.00003,216512.85854756,368,1423.83562165,1451.0,2014-08-13,1460.0,1492.0,152.06310002
1250.0,143013.64938874,327,1324.60043794,1430.00001,2014-08-14,1290.0,1444.99999,107.96738797
1251.0,163341.04174443,326,1320.36373767,1289.99999,2014-08-15,1270.5,1435.0,123.7091243
1263.05,32231.93149462,105,1322.99043444,1275.00003,2014-08-16,1309.99999,1363.33,24.36293616
1277.1,15884.01307929,109,1296.72334113,1309.99999,2014-08-17,1325.0,1329.23457,12.24934616
1150.0,113919.75059106,325,1203.87169602,1277.40001,2014-08-18,1150.0,1300.00001,94.62781704
1176.0,105052.59731282,255,1247.84268968,1212.99991,2014-08-20,1242.47051,1349.99998,84.18737248
1250.0,47729.08828742,141,1277.84437049,1282.54486,2014-08-21,1300.0,1305.0,37.35125293
1256.00006,72734.66661316,188,1296.62914364,1275.00001,2014-08-22,1282.90999,1348.0,56.09519651
1241.00001,43004.83170756,109,1275.78139707,1280.0,2014-08-23,1269.99811,1329.84998,33.70862109
1241.99999,9152.32937267,39,1258.67339403,1245.0,2014-08-24,1271.99998,1275.0,7.27140926
1227.02,79673.37238086,166,1253.10493356,1270.89972,2014-08-25,1229.0,1290.0,63.58076666
1228.01199,75264.34468312,186,1243.5703825,1232.99991,2014-08-26,1228.03013,1279.0,60.52278644
1231.0,55351.9202382,130,1258.0725925,1248.99997,2014-08-27,1253.99987,1298.0,43.99739774
1231.0,64627.47728514,141,1248.31784893,1249.0,2014-08-28,1262.0,1288.87999,51.77165202
1230.01,50915.48256017,111,1245.10865566,1262.0,2014-08-29,1257.99999,1262.0,40.8924011
1235.0,8693.77275861,34,1244.29425522,1250.99999,2014-08-30,1240.0,1250.99999,6.98691063
1160.5,33310.31721792,104,1200.00640806,1231.5,2014-08-31,1175.0,1231.5,27.75844945
1154.0,96933.44733388,177,1189.31282907,1188.89998,2014-09-01,1154.0,1230.0,81.50374314
1155.10001,106354.80228489,207,1190.90794369,1198.79995,2014-09-02,1200.0,1240.0,89.3056452
1092.0116,86533.2192572,163,1123.05207628,1175.09999,2014-09-03,1124.99999,1188.0,77.05183142
1100.0,75786.45891953,136,1141.54855287,1124.99994,2014-09-04,1129.99999,1175.0,66.38916823
1125.00001,69907.90055895,145,1171.59671576,1130.0,2014-09-05,1199.99884,1210.0,59.66891134
1125.01,38355.12437909,82,1134.77952438,1199.99884,2014-09-06,1144.99949,1199.99884,33.79962676
1130.0,9748.59903771,35,1139.35659357,1139.99999,2014-09-07,1132.0,1177.0,8.55623173
1123.33001,94331.69983206,225,1157.54474786,1132.0,2014-09-08,1143.99998,1180.0,81.49291853
1124.01005,68630.54124181,181,1144.43402547,1140.0002,2014-09-09,1159.99999,1166.0,59.96898005
1135.0,84207.57446308,178,1168.82958574,1135.00001,2014-09-10,1169.99993,1198.88,72.04435573
1153.0,88887.89325391,201,1170.27246801,1169.99993,2014-09-11,1153.0,1193.0,75.95487007
1153.0,152736.63196362,288,1183.61624249,1172.99999,2014-09-12,1173.33001,1259.99999,129.0423589
1159.00018,23959.26718391,106,1180.10020714,1219.99999,2014-09-13,1191.99852,1219.99999,20.30273958
1168.5,14602.75117163,52,1175.67412823,1169.0,2014-09-14,1168.99993,1200.0,12.42074723
1163.02,77686.48267239,178,1177.34877583,1168.7,2014-09-15,1163.02,1196.99,65.9842557
1163.01001,114931.47358768,229,1185.4089813,1163.02,2014-09-16,1190.0,1237.77,96.955123
1127.19999,185180.79207535,363,1161.07036801,1170.00002,2014-09-17,1127.19999,1192.0,159.49144615
1029.99,198838.93491306,374,1084.81029364,1127.19999,2014-09-18,1029.99,1157.99999,183.29373908
1000.00053,34599.04196148,75,1051.66521594,1017.48999,2014-09-20,1034.20001,1088.87,32.89929289
990.0,13544.49215514,68,1016.71963169,1044.99889,2014-09-21,1010.0,1044.99889,13.32175728
961.00001,120166.32253915,227,1010.90429637,992.10005,2014-09-22,1019.99999,1039.98999,118.87012744
1006.00001,117189.63743678,290,1066.82553278,1026.99999,2014-09-23,1115.99999,1152.0,109.84892453
1050.0,92053.50404197,392,1091.60458792,1115.99999,2014-09-24,1111.99951,1144.99999,84.32861593
1018.0,63551.06328137,268,1058.73431971,1055.00001,2014-09-25,1085.27996,1114.99999,60.02550602
1011.00001,95055.7454084,315,1049.90946319,1079.99999,2014-09-26,1078.31,1085.27994,90.53708795
1025.00008,32990.63414169,60,1067.72114201,1078.29999,2014-09-27,1073.98999,1078.29999,30.89817448
960.0,59052.38451477,140,1002.65014922,1073.97988,2014-09-28,1000.0,1073.97988,58.89630053
960.02,113319.16772896,311,1002.68445347,1019.8395,2014-09-29,965.0,1069.99999,113.01578212
963.00008,75104.98857723,259,998.34022496,963.00041,2014-09-30,985.22001,1025.0,75.22985321
982.5,65646.87286497,261,1007.61174482,990.0,2014-10-01,1022.99996,1049.0,65.15096038
975.0,85328.85582267,330,994.14540008,995.99999,2014-10-02,981.99983,1023.0,85.83136412
911.00005,132242.92773805,394,967.5488447,981.99998,2014-10-03,934.98,999.99999,136.67829636
847.00001,95618.63729262,305,889.13509762,934.99,2014-10-04,850.0,994.99,107.54117968
730.11001,32595.69349079,127,793.34782803,847.00001,2014-10-05,760.0,850.0,41.08625793
760.0,126083.15865461,390,864.4977217,760.0,2014-10-06,839.0,929.98999,145.84556499
800.0,134433.19688777,346,863.74378713,832.0,2014-10-07,840.99995,900.0,155.64013182
825.0,104476.86204897,441,881.64790067,840.0,2014-10-08,908.98998,909.99999,118.5017987
880.0,177386.49889225,476,968.12020408,890.10002,2014-10-09,969.99992,1022.89998,183.22776257
906.0,137424.1029867,339,937.77701379,965.00001,2014-10-10,920.0,979.0,146.5424093
901.00001,18810.04701167,158,921.08373537,920.00031,2014-10-11,907.1234,934.999,20.42164712
900.0,32646.92581922,71,931.24698265,907.12341,2014-10-12,928.0,960.0,35.05721514
931.0,85719.83791867,214,959.2050206,931.0,2014-10-13,965.00017,989.99921,89.36550172
960.04,118075.9330823,356,1021.12170094,970.00003,2014-10-14,1002.00001,1099.99,115.6335557
983.00001,76190.4120126,258,1009.04445227,1000.0,2014-10-15,995.0,1030.00007,75.50748814
950.0,107003.54013382,340,991.39535781,999.99,2014-10-16,989.99999,1018.99999,107.9322586
935.00005,130022.96759238,348,986.08154514,989.99998,2014-10-17,997.9,1019.99921,131.85823042
960.0,78607.94631017,154,976.4451954,997.0,2014-10-18,960.0,997.9,80.50420718
961.00002,53994.28755597,92,974.03513546,980.0,2014-10-19,979.0,999.0,55.43361383
967.0,93731.18822362,156,989.76942323,968.00001,2014-10-21,990.0,1000.0,94.70002409
981.1,79524.11053485,192,997.33844651,999.99999,2014-10-22,988.00029,1020.0,79.73633305
931.0,162387.16667303,420,974.07473463,988.00029,2014-10-23,954.0,1004.99998,166.70914551
920.0,177442.38707198,376,950.08301826,954.0,2014-10-24,920.0001,994.0,186.76513911
880.00001,30848.9132733,156,915.3522779,920.0,2014-10-25,905.0,939.99954,33.70168406
903.00001,13316.19843474,158,927.92493437,904.0,2014-10-26,920.0,949.99998,14.35051257
918.00008,153112.68658067,404,957.98546309,919.99994,2014-10-27,940.0,979.2,159.8277766
922.0,72355.89283709,402,940.30958418,935.0,2014-10-28,930.0,963.979,76.94901132
872.0,193269.27269198,467,909.17325789,930.0,2014-10-29,913.99999,945.0,212.57694396
860.0,126810.76891741,434,892.63814799,913.0,2014-10-30,880.0,916.79,142.06290556
872.0,128427.17851029,423,894.06490333,880.0,2014-10-31,910.99999,923.0518,143.6441337
825.0,100293.77857383,295,871.25469755,909.99999,2014-11-01,835.0,909.99999,115.11418975
816.0,27796.20957249,93,834.2994785,835.0,2014-11-02,834.97,855.0,33.31682482
822.00018,89735.2069991,240,848.97649098,831.99999,2014-11-03,865.0,876.0,105.69810584
851.1,109203.62879469,290,873.27490837,865.0,2014-11-04,876.0,898.0,125.05068879
865.45001,107313.75044672,343,908.82230942,880.0,2014-11-05,903.99999,928.0,118.08001337
892.1,140655.87764358,357,933.82319143,903.99996,2014-11-06,944.99998,1000.0,150.62367152
